method,legit_csv,covert_csv,unit,window_size,legit_ipds_before_drop,covert_ipds_before_drop,legit_ipds_after_drop_gt_1s,covert_ipds_after_drop_gt_1s,used_windows_per_class,mixed_total_windows,compressibility_auc_raw,compressibility_auc_corrected,legit_score_mean,legit_score_std,RATM_score_mean,RATM_score_std
RATM,data/bignet/vpn.csv,data/labnet/ratm.csv,s,510,1791321,51000,1791152,51000,100,200,0.6176,0.6176,2.4190166566177016,0.1237562444615598,2.4484570134816495,0.031244164060834072
