fpr,tpr,threshold
0.0,0.0,inf
0.0136986301369863,0.0,2.70362473347548
0.2054794520547945,0.0,2.5147347740667976
0.2054794520547945,0.0273972602739726,2.5025906735751295
0.2191780821917808,0.0273972602739726,2.4990176817288803
0.2191780821917808,0.1095890410958904,2.481958762886598
0.2328767123287671,0.1095890410958904,2.481624758220503
0.2328767123287671,0.1643835616438356,2.4791666666666665
0.2465753424657534,0.1643835616438356,2.478846153846154
0.273972602739726,0.1643835616438356,2.4773584905660377
0.273972602739726,0.1917808219178082,2.4770408163265305
0.2876712328767123,0.1917808219178082,2.474860335195531
0.2876712328767123,0.3150684931506849,2.4652956298200515
0.3013698630136986,0.3150684931506849,2.464814814814815
0.3013698630136986,0.3424657534246575,2.462532299741602
0.3150684931506849,0.3424657534246575,2.461977186311787
0.3150684931506849,0.3698630136986301,2.4573643410852712
0.3287671232876712,0.3698630136986301,2.4573055028463
0.3287671232876712,0.3972602739726027,2.4536340852130327
0.3424657534246575,0.3972602739726027,2.4508670520231215
0.3424657534246575,0.4383561643835616,2.449612403100775
0.3561643835616438,0.4383561643835616,2.448473282442748
0.3561643835616438,0.4520547945205479,2.448101265822785
0.3972602739726027,0.4520547945205479,2.4452690166975883
0.3972602739726027,0.5616438356164384,2.4393939393939394
0.4246575342465753,0.5616438356164384,2.4383301707779887
0.4246575342465753,0.684931506849315,2.434108527131783
0.4520547945205479,0.684931506849315,2.4328358208955225
0.4520547945205479,0.6986301369863014,2.431472081218274
0.4657534246575342,0.6986301369863014,2.431261770244821
0.4657534246575342,0.7123287671232876,2.431122448979592
0.4794520547945205,0.7123287671232876,2.4301470588235294
0.4794520547945205,0.726027397260274,2.4285714285714284
0.4794520547945205,0.7534246575342466,2.422110552763819
0.4794520547945205,0.7945205479452054,2.419191919191919
0.4931506849315068,0.7945205479452054,2.418250950570342
0.4931506849315068,0.863013698630137,2.4120603015075375
0.5205479452054794,0.863013698630137,2.409982174688057
0.5205479452054794,0.9041095890410958,2.4054726368159205
0.5342465753424658,0.9041095890410958,2.404850746268657
0.5342465753424658,0.9178082191780822,2.4045226130653266
0.5342465753424658,0.9452054794520548,2.4015151515151514
0.547945205479452,0.9452054794520548,2.401129943502825
0.547945205479452,0.958904109589041,2.401002506265664
0.5753424657534246,0.958904109589041,2.3973634651600753
0.6027397260273972,0.958904109589041,2.3970588235294117
0.684931506849315,0.958904109589041,2.386861313868613
0.684931506849315,0.9726027397260274,2.3859649122807016
0.7671232876712328,0.9726027397260274,2.3783783783783785
0.7671232876712328,0.9863013698630136,2.3778337531486144
0.7808219178082192,0.9863013698630136,2.367021276595745
0.7808219178082192,1.0,2.3645320197044337
1.0,1.0,1.9379407616361073
