source,label,window_id,compressibility_score
No_AES,1,32,2.4455696202531647
No_AES,1,33,2.4069478908188584
No_AES,1,34,2.4181360201511337
No_AES,1,35,2.4271099744245523
No_AES,1,36,2.457070707070707
No_AES,1,37,2.433249370277078
No_AES,1,38,2.427848101265823
No_AES,1,39,2.4376590330788805
No_AES,1,40,2.4260204081632653
No_AES,1,41,2.480719794344473
No_AES,1,42,2.4376590330788805
No_AES,1,43,2.433249370277078
No_AES,1,44,2.5157068062827226
No_AES,1,45,2.422110552763819
No_AES,1,46,2.471502590673575
No_AES,1,47,2.4461538461538463
No_AES,1,48,2.415617128463476
No_AES,1,49,2.4692307692307693
No_AES,1,50,2.4693877551020407
No_AES,1,51,2.476683937823834
No_AES,1,52,2.41343669250646
No_AES,1,53,2.4578005115089514
No_AES,1,54,2.479381443298969
No_AES,1,55,2.4587628865979383
No_AES,1,56,2.464467005076142
No_AES,1,57,2.4947916666666665
No_AES,1,58,2.449238578680203
No_AES,1,59,2.4346733668341707
No_AES,1,60,2.4740932642487046
No_AES,1,61,2.488372093023256
No_AES,1,62,2.440203562340967
No_AES,1,63,2.4603580562659846
No_AES,1,64,2.5025906735751295
No_AES,1,65,2.461734693877551
No_AES,1,66,2.419437340153453
No_AES,1,67,2.4909090909090907
No_AES,1,68,2.433673469387755
No_AES,1,69,2.420654911838791
No_AES,1,70,2.441326530612245
No_AES,1,71,2.4441624365482233
No_AES,1,72,2.4390862944162435
No_AES,1,73,2.4441624365482233
No_AES,1,74,2.463476070528967
No_AES,1,75,2.4641025641025642
No_AES,1,76,2.463917525773196
No_AES,1,77,2.4029850746268657
No_AES,1,78,2.48586118251928
No_AES,1,79,2.4390862944162435
No_AES,1,80,2.434010152284264
No_AES,1,81,2.427480916030534
No_AES,1,82,2.4692307692307693
No_AES,1,83,2.433249370277078
No_AES,1,84,2.4475703324808182
No_AES,1,85,2.438775510204082
No_AES,1,86,2.4728682170542635
No_AES,1,87,2.455470737913486
No_AES,1,88,2.433333333333333
No_AES,1,89,2.4578005115089514
No_AES,1,90,2.3944723618090453
No_AES,1,91,2.405
No_AES,1,92,2.4160401002506267
No_AES,1,93,2.4444444444444446
No_AES,1,94,2.4489795918367347
No_AES,1,95,2.484375
No_AES,1,96,2.4289340101522843
No_AES,1,97,2.4631043256997454
No_AES,1,98,2.452196382428941
No_AES,1,99,2.4253164556962026
